id,code,question,answer,prediction,accuracy,completeness,relevance,clarity
q3548,def data 2 dummy x returnall False x x ravel groups np unique x if returnall return x[ None] groups astype int else return x[ None] groups astype int [ -1 ],How do dummy variable drop for last category ?,by default,Dummy variable drops for last category by default using ravel.,2.0,2.0,3.0,3.0
q3549,def download file powershell url target target os path abspath target cmd ['powershell' '- Command' ' new-object System Net Web Client Download File % url r % target r ' % vars ]subprocess check call cmd,Where do the file download to target using powershell ?,at url,The answer is: Target using PowerShell.,2.0,2.0,2.0,2.0
q3550,def replace course urls course id block view frag context return wrap fragment frag static replace replace course urls frag content course id,How does the code update the supplied module ?,with a new get_html function that wraps the old get_html function and substitutes urls of the form /course/,Updates module by wrapping old get_html function with new function that substitutes URLs of form /course/.,3.0,3.0,3.0,3.0
q3551,def on commit func using None get connection using on commit func,For what purpose do func register when the current transaction is committed ?,to be called,To be called upon transaction commit,3.0,3.0,3.0,3.0
q3552,@salt utils decorators which 'gzip' def gzip sourcefile template None runas None options None cmd ['gzip']if options cmd append options cmd append '{ 0 }' format sourcefile return salt ['cmd run'] cmd template template runas runas python shell False splitlines,When did the command arguments render ?,before execution,Arguments are rendered before execution.,3.0,3.0,3.0,3.0
q3553,def get bus number for scsi controller devices taken [dev bus Number for dev in devices if is scsi controller dev ]for i in range constants SCSI MAX CONTROLLER NUMBER if i not in taken return imsg ' Only%d SCS Icontrollersareallowedtobecreatedonthisinstance ' % constants SCSI MAX CONTROLLER NUMBER raise vexc V Mware Driver Exception msg,When do usable bus number return ?,when create new scsi controller,The code returns the usable bus number when creating a new SCSI controller device.,3.0,2.0,3.0,3.0
q3554,def hasattr recursive item attr key if ' ' in attr key attr key last key attr key rsplit ' ' 1 item getattr recursive item attr key None if item is None return Falseattr key last keytry if isinstance item dict return item contains attr key else return hasattr item attr key except Key Error Attribute Error return Falsereturn True,When does dot member notation in attribute name allow ?,when getting an items attribute,The dot member notation allows you to access an item's attribute with a name that includes a space character.,2.0,2.0,3.0,2.0
q3555,def format isodate value timezone None if not value return ''dt dateutil parser parse str value if timezone dt dt astimezone TZ timezone value format dt dt return value,When do time str ?,iso date,A human-friendly iso date time string.,2.0,2.0,3.0,2.0
q3556,def meet a b pointer Type HYPERNYM return intersection closure a pointer Type closure b pointer Type + [ None] [0 ],Where do the meet of a and b return ?,under the pointertype relationship,The meet of a and b returns at the bottom of a stack of decorators.,1.0,1.0,2.0,2.0
q3557,def Style Factory style elm style cls {WD STYLE TYPE PARAGRAPH Paragraph Style WD STYLE TYPE CHARACTER Character Style WD STYLE TYPE TABLE Table Style WD STYLE TYPE LIST Numbering Style}[style elm type]return style cls style elm,The code return a style object of the appropriate which organization subclass ?,|basestyle|,"
Style factory returns style class.",2.0,2.0,2.0,2.0
q3558,def validate resampler func method args kwargs if len args + len kwargs > 0 if method in RESAMPLER NUMPY OPS raise Unsupported Function Call 'numpyoperationsarenotvalidwithresample Use resample {func} instead' format func method else raise Type Error 'toomanyargumentspassedin',Why be args and kwargs be empty ?,because all of their necessary parameters are explicitly listed in the function signature,Necessary parameters are listed in function signature.,3.0,2.0,3.0,3.0
q3559,def get Join Of X Intersection Indexes x Intersection Index List x Intersections []solid Table {}solid Falsex Intersection Index List sort for x Intersection Index in x Intersection Index List toggle Hashtable solid Table x Intersection Index index '' old Solid solidsolid len solid Table > 0 if old Solid solid x Intersections append x Intersection Index x return x Intersections,In which direction did intersections join ?,from surrounding layers,From surrounding layers.,3.0,3.0,3.0,3.0
q3560,def cfg 2 dict cfg d {}for section in cfg sections d[section] dict cfg items section return d,Why does the code turn a configparser into a nested dict ?,because configparser objects are dumb,It turns a configparser into a nested dict because configparser objects are dumb and cannot be used as a dictionary directly.,3.0,3.0,3.0,3.0
q3561,@register u'forward-word' def forward word event buff event current bufferpos buff document find next word ending count event arg if pos buff cursor position + pos,In which direction does the code move to the end of the next word ?,forward,Forward,3.0,3.0,3.0,3.0
q3562,def runner window test classes output String Queue panel window get output panel 'package control tests' panel settings set 'word wrap' True window run command 'show panel' {'panel' 'output package control tests'} threading Thread target show results args panel output start threading Thread target do run args test classes output start,Where does tests run ?,in a thread,Tests run on a separate thread.,3.0,3.0,3.0,3.0
q3563,def is renamed kev return kev fflags & select KQ NOTE RENAME,What does the given kevent represent ?,movement,Stores elements.,,,,
q3564,def execute sql con cur None params None if cur is None pandas sql pandas SQL builder con else pandas sql pandas SQL builder cur is cursor True args convert params sql params return pandas sql execute *args,How does the code execute the given sql query ?,using the provided connection object,The code executes a SQL query using the provided connection object and creates API-version specific endpoint tables.,2.0,2.0,2.0,2.0
q3565,def decode params utf 8 params decoded []for k v in params decoded append k decode u'utf- 8 ' if isinstance k bytes type else k v decode u'utf- 8 ' if isinstance v bytes type else v return decoded,How are all parameters in a list of 2-element tuples decoded to unicode ?,using utf-8,"All parameters in the list of 2-element tuples are decoded to Unicode using UTF-8 by virtue of their `decode()` method, which converts all instances of the bytes type into a Unicode string.",3.0,3.0,3.0,3.0
q3566,def update counters rex node info None db None def wrapper func @functools wraps func def wrapped *args **kwargs ret func *args **kwargs page build page rex kwargs update counter page node info db return retreturn wrappedreturn wrapper,When does a decorator update analytics in pagecounters ?,when the decorated function is called,The decorator updates analytics in page counters when the decorated function is called.,3.0,3.0,3.0,3.0
q3567,def safe no dnn workmem bwd workmem if workmem raise Runtime Error ' Theoption`dnn conv workmem bwd`hasbeenremovedandshouldnotbeusedanymore Pleaseusetheoptions`dnn conv algo bwd filter`and`dnn conv algo bwd data`instead ' return True,Is the user attempting to use dnn ?,No,"No, the user is not attempting to use DNN.",3.0,3.0,3.0,3.0
q3568,def pat matrix m dx dy dz dxdy - dx * dy dydz - dy * dz dzdx - dz * dx dxdx dx ** 2 dydy dy ** 2 dzdz dz ** 2 mat dydy + dzdz dxdy dzdx dxdy dxdx + dzdz dydz dzdx dydz dydy + dxdx return m * Matrix mat,For what purpose does the parallel axis theorem matrix return ?,to translate the inertia matrix a distance of for a body of mass m,Circumcenters of tetrahedrons.,1.0,1.0,1.0,3.0
q3569,"def get confirmation question while True response input u'%s y/n ' % question lower if re match u'^[yn]' response is not None breakprint u"" Incorrectoption'%s'"" % response return response[ 0 ] u'y'",Who provide an answer that starts with either a y or an n ?,they,"Hence, the user provides an answer that starts with either a y or an n.",2.0,2.0,3.0,3.0
q3570,def clusters at height root height lower set cluster list []for cl in preorder root if cl in lower continueif cl value height < height cluster list append cl lower update preorder cl return cluster list,How does the code return a list of clusters ?,by cutting the clustering at height,Cuts clustering at height to form a list of clusters.,2.0,2.0,3.0,3.0
q3571,"def build whitespace split regex text def build parts text lexer shlex shlex text lexer whitespace split Truelexer commenters ''if ""'"" in text lexer quotes '""'elif '""' in text lexer quotes ""'""return list lexer regex ''for line in text splitlines parts [re escape s for s in build parts line ]regex + ' ? [\\s]+ ?{ 0 } ? [\\s]+ ?' format ' ? [\\s]+ ?' join parts return ' ?m ^{ 0 }$' format regex",When does the code create a regular expression ?,at runtime,"At runtime, the code creates a regular expression from the given text.",3.0,3.0,3.0,3.0
q3572,def jsonify obj if settings DEBUG indent 4else indent Nonereturn json dumps obj indent indent cls Pootle JSON Encoder,What does the code serialize ?,python obj object,Serializes Python obj object.,3.0,3.0,3.0,3.0
q3573,@register tag u'buttons' def bootstrap buttons parser token kwargs parse token contents parser token kwargs[u'nodelist'] parser parse u'endbuttons' parser delete first token return Buttons Node **kwargs,For what purpose do text submit ?,for a submit button reset text for a reset button,Text submit resets reset button text.,2.0,2.0,3.0,3.0
q3574,def r Copy d f identity Conversion discard None Keys True deep Copy True if deep Copy d copy deepcopy d new Dict {}to Copy [ k v new Dict for k v in d iteritems ]while len to Copy > 0 k v d prev Keys to Copy pop prev Keys prev Keys + k if isinstance v dict d[k] dict to Copy[ 0 0] [ inner K inner V d[k] prev Keys for inner K inner V in v iteritems ]else new V f v prev Keys if not discard None Keys or new V is not None d[k] new Vreturn new Dict,How does a dict copy ?,recursively,Deep copy of dict.,2.0,2.0,3.0,2.0
q3575,"def test histmanager disabled cfg Config cfg History Accessor enabled Falseip get ipython with Temporary Directory as tmpdir hist manager ori ip history managerhist file os path join tmpdir 'history sqlite' cfg History Manager hist file hist filetry ip history manager History Manager shell ip config cfg hist [u'a 1' u'deff \ntest 1\nreturntest' u""b '\u 20 ac\xc 6 \xbe\xf 7 \xdf'""]for i h in enumerate hist start 1 ip history manager store inputs i h nt assert equal ip history manager input hist raw [''] + hist ip history manager reset ip history manager end session finally ip history manager hist manager orint assert false os path exists hist file",Does disabling the history manager create a database ?,No,No database,3.0,3.0,3.0,3.0
q3576,@commands u'suggest' def suggest bot trigger if not trigger group 2 return bot reply u' Noqueryterm ' query trigger group 2 uri u'http //websitedev de/temp-bin/suggest pl?q 'answer web get uri + query replace u'+' u'% 2 B' if answer bot say answer else bot reply u' Sorry noresult ',How do terms start ?,with given input,Comments,1.0,1.0,1.0,2.0
q3577,def by name backend None loader None extension namespace u'celery result backends' backend backend or u'disabled' loader loader or current app loader aliases dict BACKEND ALIASES **loader override backends aliases update load extension class names extension namespace or {} try cls symbol by name backend aliases except Value Error as exc reraise Improperly Configured Improperly Configured UNKNOWN BACKEND strip format backend exc sys exc info [2 ] if isinstance cls types Module Type raise Improperly Configured UNKNOWN BACKEND strip format backend u'isa Pythonmodule notabackendclass ' return cls,How does the code get backend class ?,by name / alias,The code gets the backend class by looking it up in the `BACKEND ALIASES` dictionary and then dynamically loading it using the `loader` function.,2.0,2.0,3.0,3.0
q3578,def test latex to png dvipng fails when no cmd for command in ['latex' 'dvipng'] yield check latex to png dvipng fails when no cmd command,When should latex_to_png_dvipng is return none ?,when there is no required command,None when no required command.,2.0,2.0,3.0,2.0
q3579,def extract descriptions input filename index texts if texts document extract description texts index add input filename document sys stdout write ' ' sys stdout flush elif texts [] print '%shadnodiscernibletext ' % input filename index set contains no text input filename,Where was the text detected ?,in the image,Image,2.0,2.0,3.0,3.0
q3580,def prefetch one level instances prefetcher attname rel qs rel obj attr instance attr single cache name prefetcher get prefetch query set instances additional prl getattr rel qs ' prefetch related lookups' [] if additional prl rel qs prefetch related lookups []all related objects list rel qs rel obj cache {}for rel obj in all related objects rel attr val rel obj attr rel obj rel obj cache setdefault rel attr val [] append rel obj for obj in instances instance attr val instance attr obj vals rel obj cache get instance attr val [] if single setattr obj cache name vals[ 0 ] if vals else None else qs getattr obj attname all qs result cache valsqs prefetch done Trueobj prefetched objects cache[cache name] qsreturn all related objects additional prl,Where does helper function for prefetch_related_objects run prefetches using the prefetcher object ?,on all instances,All related objects.,,,,
q3581,def register view p urls url view url regex view as view urlpatterns append p return view,For what purpose do api views register ?,to respond to a regex pattern,API views register to respond to regex patterns and create provided views on resource views as a list of view_types.,2.0,2.0,2.0,2.0
q3582,def find packages where ' ' exclude out []stack [ convert path where '' ]while stack where prefix stack pop 0 for name in os listdir where fn os path join where name looks like package ' ' not in name and os path isdir fn and os path isfile os path join fn ' init py' if looks like package out append prefix + name stack append fn prefix + name + ' ' for pat in list exclude + ['ez setup'] from fnmatch import fnmatchcaseout [item for item in out if not fnmatchcase item pat ]return out,"Where should where be supplied as a "" cross - platform "" path ?",where,Cross-platform,1.0,1.0,2.0,2.0
q3583,@require contextdef volume types get by name or id context volume type list req volume types []for vol t in volume type list if not uuidutils is uuid like vol t vol type volume type get by name context vol t else vol type volume type get context vol t req volume types append vol type return req volume types,Do a dict describe specific volume_type ?,Yes,"Yes, a dictionary",3.0,2.0,3.0,3.0
q3584,def external first login authenticate user response data session data if session get current object else {} data update {'auth user external id provider' user['external id provider'] 'auth user external id' user['external id'] 'auth user fullname' user['fullname'] 'auth user access token' user['access token'] 'auth user external first login' True 'service url' user['service url']} response create session response data data return response,What does the code create for the first time ?,a special unauthenticated session for user login through external identity provider,Session,,,,
q3585,def sensitive post parameters *parameters def decorator view @functools wraps view def sensitive post parameters wrapper request *args **kwargs if parameters request sensitive post parameters parameterselse request sensitive post parameters ' ALL 'return view request *args **kwargs return sensitive post parameters wrapperreturn decorator,Did which post parameters use in the decorated view ?,Yes,Parameters,,,,
q3586,def qemu image info path ret {}out salt ['cmd run'] 'qemu-imginfo{ 0 }' format path match map {'size' 'virtualsize \\w+\\ \\d+ byte[s]?\\ ' 'format' 'fileformat \\w+ '}for info search in six iteritems match map try ret[info] re search search out group 1 except Attribute Error continuereturn ret,Where do information for the image detect ?,at path,Image information detects at path 'virtualsize \\w+\\ \\d+ byte[s]?\\' and format path match map.,2.0,2.0,2.0,2.0
q3587,def fetch crl project id if not CONF use project ca project id Nonecrl file path crl path project id if not os path exists crl file path raise exception Crypto CRL File Not Found project project id with open crl file path 'r' as crlfile return crlfile read,Does the code get crl file for project ?,Yes,"
Yes, gets CRL file for project.",3.0,3.0,3.0,3.0
q3588,def output data **kwargs ret ''if hasattr data 'keys' for key in data value data[key]try for line in value splitlines ret + '{ 0 } {1 }\n' format key line except Attribute Error ret + '{ 0 } {1 }\n' format key value else ret + '{ 0 }\n' format pprint pformat data return ret,How do the data output ?,in lines,Outputs data in lines.,2.0,2.0,3.0,3.0
q3589,def check Path filename reporter None if reporter is None reporter mod Reporter make Default Reporter try with open filename 'rb' as f codestr f read if sys version info < 2 7 codestr + '\n'except Unicode Error reporter unexpected Error filename 'problemdecodingsource' return 1except IO Error msg sys exc info [1 ]reporter unexpected Error filename msg args[ 1 ] return 1return check codestr filename reporter,Does the code check the given path ?,Yes,"Yes, it checks the path.",3.0,3.0,3.0,3.0
q3590,def get cli body ssh vrf interface command response module if '^' in response[ 0 ] body []elif 'showrun' in command body responseelse body [json loads response[ 0 ] ]return body,When does the code get response ?,for when transport = cli,The code gets the response when the transport is set to CLI.,3.0,2.0,3.0,3.0
q3591,def safe octal octal value try return oct octal value except Type Error return str octal value,How does this handle octal values specified as a string or as a numeric safe_octal - > ?,in string,Handles strings and numerics,2.0,2.0,3.0,2.0
q3592,def parse acl *args **kwargs version kwargs pop 'version' None if version in 1 None return parse acl v1 *args elif version 2 return parse acl v2 *args **kwargs else raise Value Error ' Unknown AC Lversion parse acl %r %r ' % args kwargs,In which direction do acl syntax migrate to 2 ?,from version 1,To version 2,2.0,2.0,3.0,3.0
q3593,def grad sources inputs sources inputs if inputs is None inputs theano gof graph inputs [source[ 0 ] for source in sources] return dict izip inputs theano gradient grad cost None known grads dict sources wrt inputs consider constant inputs,Do the tests need to be rewritten ?,No,"No, tests don't need to be rewritten",3.0,3.0,3.0,3.0
q3594,def set target alias target if alias '' raise Salt Invocation Error 'aliascannotbeanemptystring' if target '' raise Salt Invocation Error 'targetcannotbeanemptystring' if get target alias target return Truelines parse aliases out []ovr Falsefor line alias line target line comment in lines if line alias alias if not ovr out append alias target line comment ovr Trueelse out append line alias line target line comment if not ovr out append alias target '' write aliases file out return True,For what purpose did the code set the entry in the aliases file ?,for the given alias,To assign an alias for a function.,2.0,2.0,2.0,3.0
q3595,"def comparison type logical line match COMPARE TYPE REGEX search logical line if match inst match group 1 if inst and isidentifier inst and inst not in SINGLETONS return yield match start ""E 721 donotcomparetypes use'isinstance '""",When should object type comparisons use isinstance ( ) instead of comparing types directly ?,always,When comparing types with isinstance instead of direct comparison for object type comparisons.,2.0,2.0,3.0,2.0
q3596,def job exists name None if not name raise Salt Invocation Error ' Requiredparameter`name`ismissing ' server connect if server job exists name return Trueelse return False,Where do the job exist ?,in configured jenkins jobs,Currently,1.0,1.0,2.0,2.0
q3597,def Proxy f def Wrapped self *args return getattr self f *args return Wrapped,Where do a helper create a proxy method ?,in a class,Helper method.,1.0,1.0,2.0,2.0
q3598,def set by cli var detector set by cli detectorif detector is None plugins plugins disco Plugins Registry find all reconstructed args helpful parser args + [helpful parser verb] detector set by cli detector prepare and parse args plugins reconstructed args detect defaults True detector authenticator detector installer plugin selection cli plugin requests detector logger debug ' Default Detectoris%r' detector if not isinstance getattr detector var Default return Truefor modifier in VAR MODIFIERS get var [] if set by cli modifier return Truereturn False,How do the user set it to the default ?,explicitly,The user sets it to the default explicitly by providing the `--detector` flag with a value.,2.0,2.0,3.0,3.0
q3599,@world absorbdef wait for func timeout 5 timeout msg None msg timeout msg or ' Timedoutafter{}seconds ' format timeout try Web Driver Wait driver world browser driver timeout timeout ignored exceptions Stale Element Reference Exception until func except Timeout Exception raise Timeout Exception msg,Till when does the code call the method provided with the driver as an argument ?,until the return value is not false,The code calls the method provided with the driver argument until the return value is not false.,3.0,3.0,3.0,3.0
q3600,def populate table n None default True compute False contents {} generator populate generator table default default compute compute contents contents if n is not None for k record in enumerate generator if k > n breaktable insert **record table db commit return generator,What do table populate ?,table,The code populates a table with contents from a generator.,2.0,2.0,3.0,3.0
q3601,def create rule dict from obj rule return dict id rule id name rule name description rule description protocol rule protocol source port range rule source port range destination port range rule destination port range source address prefix rule source address prefix destination address prefix rule destination address prefix access rule access priority rule priority direction rule direction provisioning state rule provisioning state etag rule etag,Does the code create a dict ?,Yes,"Yes, creates dict.",3.0,3.0,3.0,3.0
q3602,def count calls fn @functools wraps fn def wrapper *args **kwargs counter '%s calls' % get qualname fn inc return fn *args **kwargs return wrapper,When is a function called ?,the number of times,Function called when another function calls it,2.0,2.0,3.0,2.0
q3603,def tear Down test db if os path exists os path join TESTDIR TESTDBNAME os remove os path join TESTDIR TESTDBNAME if os path exists os path join TESTDIR TESTCACHEDBNAME os remove os path join TESTDIR TESTCACHEDBNAME,Do this work on my system ?,No,"No, it won't work on your system.",3.0,3.0,3.0,3.0
q3604,@set databasedef get or create item **kwargs if item return Item create or get **parse model data item,Where do wrapper create ?,around,Wrapper,,,,
q3605,def get available disk space stat struct os statvfs os path dirname BACKUP DIR LOCATION return stat struct[statvfs F BAVAIL] * stat struct[statvfs F BSIZE],How does the amount of available disk space return ?,under /opt / appscale,Available disk space is returned as a product of the available blocks and block size.,2.0,2.0,3.0,3.0
q3606,@contextlib contextmanagerdef temp cwd name 'tempcwd' quiet False if have unicode and isinstance name unicode and not os path supports unicode filenames try name name encode sys getfilesystemencoding or 'ascii' except Unicode Encode Error if not quiet raise unittest Skip Test 'unabletoencodethecwdnamewiththefilesystemencoding ' saved dir os getcwd is temporary Falsetry os mkdir name os chdir name is temporary Trueexcept OS Error if not quiet raisewarnings warn 'testsmayfail unabletochangethe CW Dto' + name Runtime Warning stacklevel 3 try yield os getcwd finally os chdir saved dir if is temporary rmtree name,What does context manager create ?,a temporary directory,A temporary directory,3.0,3.0,3.0,3.0
q3607,def figsize sizex sizey import matplotlibmatplotlib rc Params['figure figsize'] [sizex sizey],For what purpose did the code set the default figure size ?,to be [ sizex,  The code sets the default figure size for creating new figures.,2.0,2.0,3.0,3.0
q3608,"def gitlab merge request registry xml parent data ghprb XML Sub Element xml parent 'org jenkinsci plugins gitlab Gitlab Build Trigger' if not data get 'cron' None raise jenkins jobs errors Jenkins Jobs Exception 'gitlab-merge-requestismissing""cron""' if not data get 'project-path' None raise jenkins jobs errors Jenkins Jobs Exception 'gitlab-merge-requestismissing""project-path""' XML Sub Element ghprb 'spec' text data get 'cron' XML Sub Element ghprb ' cron' text data get 'cron' XML Sub Element ghprb ' project Path' text data get 'project-path'",Where do merge requests build ?,in gitlab,Merge requests build on GitLab.,3.0,3.0,3.0,3.0
q3609,def test vstack bytes t table Table [['a']] names ['a'] assert t['a'] itemsize 1 t2 table vstack [t t] assert len t2 2 assert t2 ['a'] itemsize 1,Where do bytes columns vstack when ?,in py3,Bytes columns vstack when writing to a file or using pickling.,1.0,2.0,2.0,3.0
q3610,def to epoch time date epoch datetime fromtimestamp 0 delta date - epoch try return int delta total seconds except Attribute Error return delta seconds + delta days * 24 * 3600,Does the code convert a datetime object to an integer number of seconds since the unix epoch ?,Yes,Yes,3.0,3.0,3.0,3.0
q3611,@receiver Signal Handler course published def listen for course publish sender course key **kwargs course modulestore get course course key if course try deadline Verification Deadline objects get course key course key if not deadline deadline is explicit and deadline deadline course end Verification Deadline set deadline course key course end except Object Does Not Exist Verification Deadline set deadline course key course end,Where has a course been published ?,in studio,"
Course published.",1.0,1.0,2.0,2.0
q3612,def exception when false wrapper func exception class value error message template def g target *args **kwargs val func target *args **kwargs if val return valelse raise exception class value error message template % target g name func name g doc func doc return g,When do a function raise an exception ?,when the return value is not true,The function will raise an exception when the return value is False.,3.0,3.0,3.0,3.0
q3613,def test latex units t table Table [table Column name 'date' data ['a' 'b'] table Column name 'NU Vexp time' data [1 2] ] latexdict copy deepcopy ascii latexdicts['AA'] latexdict['units'] {'NU Vexp time' 's'}out String IO expected '\\begin{table}{cc}\n\\tablehead{\\colhead{date}&\\colhead{NU Vexp time}\\\\\\colhead{}&\\colhead{s}}\n\\startdata\na& 1 \\\\\nb& 2 \n\\enddata\n\\end{table}\n' replace '\n' os linesep ascii write t out format 'aastex' latexdict latexdict assert out getvalue expected t['NU Vexp time'] unit units st['date'] unit units yrout String IO ascii write t out format 'aastex' latexdict ascii latexdicts['AA'] assert out getvalue expected replace 'colhead{s}' 'colhead{$\\mathrm{s}$}' replace 'colhead{}' 'colhead{$\\mathrm{yr}$}',Does the supplied * * latexdict * * specify units ?,No,"Yes, it specifies units",1.0,1.0,2.0,3.0
q3614,def extend element element base u' Recursionisneedediftheextensionbaseitselfextendsanotherelement 'if isinstance base dict for i kk in enumerate base if isinstance base Struct element insert kk base[kk] i if isinstance base Struct and base namespaces and kk element namespaces[kk] base namespaces[kk]element references[kk] base references[kk]if base refers to extend element element base refers to,How has the elemnet extend if it has an extension base ?,recursively,The element extends because of the extension base.,2.0,2.0,3.0,2.0
q3615,def Start Serial Server context None identity None **kwargs framer kwargs pop 'framer' Modbus Ascii Framer server Modbus Serial Server context framer identity **kwargs server serve forever,What starts a factory ?,a serial modbus server,A Serial Modbus Server,3.0,3.0,3.0,3.0
q3616,def qicon to sni image list qicon import socketans dbus Array signature u' iiay ' if not qicon is Null sizes qicon available Sizes or Q Size x x for x in 32 64 128 256 tc 'L' if array array 'I' itemsize < 4 else 'I' for size in sizes i qicon pixmap size to Image convert To Format Q Image Format ARGB 32 w h i width i height data i const Bits asstring 4 * w * h if socket htonl 1 1 data array array tc i const Bits asstring 4 * i width * i height data byteswap data data tostring ans append w h dbus Byte Array data return ans,What does the code see ?,URL,The code sees a URL and returns a numpy array with pretty-print of a string representation of it.,1.0,1.0,2.0,2.0
q3617,def external program check to check frozenset [PSQL BIN LZOP BIN PV BIN] could not run []error msgs []def psql err handler popen assert popen returncode 0 error msgs append textwrap fill ' Couldnotgetaconnectiontothedatabase notethatsuperuseraccessisrequired' raise Environment Error 'INTERNAL Hadproblemsrunningpsqlfromexternal program check' with open os devnull 'wb' as nullf for program in to check try if program is PSQL BIN psql csv run 'SELECT 1 ' error handler psql err handler else if program is PV BIN extra args ['--quiet']else extra args []proc popen sp [program] + extra args stdout nullf stderr nullf stdin subprocess PIPE proc stdin close proc wait except Environment Error could not run append program if could not run error msgs append ' Couldnotrunthefollowingprograms aretheyinstalled?' + ' ' join could not run if error msgs raise User Exception 'couldnotrunoneormoreexternalprograms WAL- Edependsupon' '\n' join error msgs return None,Why does the code validate the existence and basic working - ness of other programs implemented ?,because it is easy to get confusing error output when one does not install a dependency because of the fork - worker model that is both necessary for throughput and makes more obscure the cause of failures,The code validates the existence and basic working-ness of other programs to avoid confusing error output due to the fork-worker model's potential for both throughput and obscuring failure causes.,3.0,3.0,3.0,3.0
q3618,def getprime nbits while True integer rsa randnum read random int nbits integer 1if is prime integer return integer,Where can a prime number be stored ?,in nbits bits,RSA key,,,,
q3619,def enable profiling import c Profileimport atexitglobal profiler profiler c Profile Profile profiler enable atexit register profile atexit,When do callback register to print stats ?,when the program exits,Callback registers to print stats at program exit.,3.0,3.0,3.0,3.0
q3620,def show Http Error Codes if kb http Error Codes warn Msg 'HTT Perrorcodesdetectedduringrun \n'warn Msg + ' ' join '%d %s -%dtimes' % code httplib responses[code] if code in httplib responses else '?' count for code count in kb http Error Codes items logger warn warn Msg if any str startswith '4 ' or str startswith '5 ' and httplib INTERNAL SERVER ERROR and kb original Code for in kb http Error Codes keys msg 'toomany 4 xxand/or 5 xx HTT Perrorcodes'msg + 'couldmeanthatsomekindofprotectionisinvolved e g WAF 'logger debug msg,Till when did all http error codes raise ?,till now,"Hence, till now.",2.0,2.0,3.0,3.0
q3621,def already listening port renewer False if USE PSUTIL return already listening psutil port renewer renewer else logger debug ' Psutilnotfound usingsimplesocketcheck ' return already listening socket port renewer renewer,When is a process listening on the port ?,already,Already listening,3.0,3.0,3.0,2.0
q3622,"def validate bug tracker base hosting url input url try input url % except Type Error raise Validation Error [ u"" The URL'%s'isnotvalidbecauseitcontainsaformatcharacter Forbugtrackersotherthan' Custom Bug Tracker' usethebase UR Loftheserver Ifyouneeda'%%'character prependitwithanadditional'%%' "" % input url ]",Do hosting service bug urls contain % s ?,No,"No, hosting service bug URLs do not contain %s.",3.0,3.0,3.0,3.0
q3623,@should profile memorydef stop memory profiling cancel thread SAVE THREAD PTR dump objects,When do we dump objects ?,for the last time,Dump objects at end of life.,2.0,2.0,3.0,3.0
q3624,def dmp strip f u if not u return dup strip f if dmp zero p f u return f i v 0 u - 1 for c in f if not dmp zero p c v breakelse i + 1if i len f return dmp zero u else return f[i ],Does the code remove leading zeros from f in k[x ?,Yes,Yes.,3.0,3.0,3.0,3.0
q3625,def instance type access get by flavor id context flavor id return IMPL instance type access get by flavor id context flavor id,What d the code get ?,flavor access by flavor i d,Flavor access by flavor id.,3.0,3.0,3.0,3.0
q3626,def validate encode value value do pickle flags 0stored value valueif isinstance value str passelif isinstance value unicode stored value value encode 'utf- 8 ' flags TYPE UNICOD Eelif isinstance value bool stored value str int value flags TYPE BOO Lelif isinstance value int stored value str value flags TYPE IN Telif isinstance value long stored value str value flags TYPE LON Gelse stored value do pickle value flags TYPE PICKLE Dif len stored value > MAX VALUE SIZE raise Value Error ' Valuesmaynotbemorethan%dbytesinlength received%dbytes' % MAX VALUE SIZE len stored value return stored value flags,What do utility function validate ?,server keys and values,Validates server keys and values.,3.0,3.0,3.0,3.0
q3627,def format content password salt encrypt True if not encrypt and not salt return passwordassert salt ' format contentwascalledwithencryptionrequestedbutnosaltvalue'return u'%ssalt %s' % password salt,When do the salt use ?,when encrypting a password,The salt is used when encrypting a password and represents the one-way hash of the password.,2.0,2.0,3.0,2.0
q3628,def ensure completely loaded force False global COMPLETELY LOADE Dif COMPLETELY LOADED and not force return Truefrom django apps import appsif not apps ready returnimport djangofrom distutils version import Loose Versionif Loose Version django get version < Loose Version u' 1 8' for model in apps get models for cache name in u' field cache' u' field name cache' u' m2 m cache' u' related objects cache' u' related many to many cache' u' name map' try delattr model meta cache name except Attribute Error passmodel meta fill fields cache if hasattr apps u'cache' apps cache get models cache clear if apps ready COMPLETELY LOADED Truereturn True,By how much did all models load feincms ?,completely,Completely loaded feincms,2.0,2.0,2.0,3.0
q3629,@snippetdef topic create client to delete TOPIC NAME 'topic create-%d' % millis topic client topic TOPIC NAME topic create to delete append topic,What does the code create ?,a topic,A new pub / sub topic,2.0,2.0,3.0,3.0
q3630,@pytest fixture def p tmpdir *args return partial os path join tmpdir,How do the temporary directory path join ?,with the provided arguments,Creates a temporary directory path using partial().,,,,
q3631,def start next music global current music next change delayif music enabled and current playlist next music current playlist next if next music print 'albow music loading' repr next music music load next music music play next change delay change delaycurrent music next music,When do the next item from the current playlist play ?,immediately,Currently,1.0,1.0,2.0,2.0
q3632,"def norm siteconfig value siteconfig key value siteconfig get key if value in u'""""' u""''"" None value u''return value",For what purpose do site configuration values normalize ?,to strip extra quotation marks,normalize,,,,
q3633,def media next track hass hass services call DOMAIN SERVICE MEDIA NEXT TRACK,For what purpose do the keyboard button press ?,for next track,Forwards track.,2.0,2.0,3.0,3.0
